09/15/2011,VIJ'S RESTAURANT   QPS   VANCOUVER,123.04,,614.00
09/15/2011,INTERAC NTWK/RESEAU "INTERAC",61.95,,675.95
09/15/2011,CASH ADVANCE FEE,3.50,,679.45
09/16/2011,UBC BOOKSTORE            VANCOUVER,106.42,,785.87
09/16/2011,THE DELLY                VANCOUVER,5.50,,791.37
09/16/2011,TELUS MOBILITY           SCARBOROUG,97.81,,889.18
09/16/2011,DIFFERENT BIKES VANCOU   VANCOUVER,113.06,,1002.24
09/16/2011,POST OFFICE        QPS   VANCOUVER,13.56,,1015.80
09/16/2011,BLENZ COFFEE SOUTH GRANVIVANCOUVER,3.52,,1019.32
09/16/2011,NICHE CAFE         QPS   VANCOUVER,7.56,,1026.88
09/16/2011,PAYMENT - THANK YOU,,500.00,526.88
09/16/2011,COOKIES OF COURSE        VANCOUVER,4.15,,531.03
09/16/2011,SEPHORA PACIFIC CENT#528 VANCOUVER,47.60,,578.63
09/16/2011,INTEREST CHARGE - CASH,0.24,,578.87
