11/17/2011,THE LOOP CAF             VANCOUVER,7.44,,2233.97
11/17/2011,KIN'S FARM MARKET - TE   VANCOUVER,22.81,,2256.78
11/17/2011,PAYMENT - THANK YOU,,700.00,1556.78
11/17/2011,MOVEMBER CANADA          416-907-43,25.00,,1581.78
11/17/2011,WHOLE FOODS MARKET       VANCOUVER,39.81,,1621.59
11/17/2011,SFU BOOKSTORE BURNABY    BURNABY,13.89,,1635.48
11/18/2011,BROADWAY LIQUOR STORE    VANCOUVER,15.90,,1651.38
11/18/2011,WHOLE FOODS MARKET       VANCOUVER,6.87,,1658.25
11/18/2011,WHOLE FOODS MARKET       VANCOUVER,4.47,,1662.72
11/21/2011,WRAPZONE SOUTH GRANVILLE VANCOUVER,11.15,,1673.87
11/21/2011,BC LIQUOR #111           VANCOUVER,40.39,,1714.26
11/21/2011,ON THE FRINGE HAIR DESIGNVANCOUVER,15.76,,1730.02
11/21/2011,Amazon.com               AMZN.COM/B,,1.83,1728.19
11/21/2011,ELAN SHOE                VANCOUVER,72.80,,1800.99
11/21/2011,VERA'S BURGER SHACK -    VANCOUVER,23.59,,1824.58
11/21/2011,THE RED DOOR             VANCOUVER,51.76,,1876.34
11/21/2011,MCDONALD'S #8286   Q04   VANCOUVER,7.49,,1883.83
11/21/2011,WHOLE FOODS MARKET       VANCOUVER,20.75,,1904.58
11/21/2011,ICBC #15110              VANCOUVER,58.00,,1962.58
11/21/2011,SFSS FOOD & BEVERAGE     BURNABY,18.03,,1980.61
11/21/2011,YYOGA SOUTH GRANVILLE    VANCOUVER,91.39,,2072.00
11/22/2011,RUMPUS ROOM              VANCOUVER,50.40,,2122.40
11/22/2011,THE GRAINRY              VANCOUVER,23.97,,2146.37
11/22/2011,MCDONALD'S #8053   Q04   VANCOUVER,5.57,,2151.94
11/22/2011,DUSSA'S HAM & CHEESE     VANCOUVER,23.08,,2175.02
11/22/2011,EDIE HATS                VANCOUVER,72.80,,2247.82
11/22/2011,OYAMA SAUSAGE            VANCOUVER,6.47,,2254.29
11/22/2011,UBC PARKADE              VANCOUVER,14.00,,2268.29
11/22/2011,UBC PARKADE              VANCOUVER,5.25,,2273.54
11/22/2011,SHELL 1896 EAST HASTINGSSVANCOUVER,25.18,,2298.72
11/22/2011,LIBERTY WINE MERCHANTS LTVANCOUVER,13.09,,2311.81
11/22/2011,INTERAC NTWK/RESEAU "INTERAC",41.50,,2353.31
11/22/2011,CASH ADVANCE FEE,3.50,,2356.81
11/22/2011,ROYAL BANK OF CANADA     VANCOUVER,,600.00,1756.81
11/22/2011,REAL CDN SUPERSTORE #1   VANCOUVER,49.99,,1806.80
11/23/2011,GOOGLE *FoodNetworkApp   GOOGLE.COM,1.95,,1808.75
11/24/2011,MEINHARDT FINE FOODS     VANCOUVER,10.39,,1819.14
11/24/2011,BROADWAY LIQUOR STORE    VANCOUVER,28.85,,1847.99
11/25/2011,CANADA SAFEWAY #189      VANCOUVER,1.69,,1849.68
11/25/2011,BANDIDAS TAQUERIA RESTO  VANCOUVER,22.00,,1871.68
11/25/2011,REBOOT CAFE              VANCOUVER,4.56,,1876.24
11/25/2011,STARBUCKS - FRED KAISER  VANCOUVER,4.87,,1881.11
11/25/2011,MCDONALD'S #25022  Q04   VANCOUVER,8.81,,1889.92
11/25/2011,THE LOOP CAF             VANCOUVER,8.96,,1898.88
11/25/2011,TOBYS PUB & GRILL        VANCOUVER,7.00,,1905.88
11/28/2011,WHOLE FOODS MARKET       VANCOUVER,7.73,,1913.61
11/28/2011,FIFTH AVENUE CINEMAS     VANCOUVER,19.50,,1933.11
11/28/2011,FIFTH AVENUE CINEMAS     VANCOUVER,13.05,,1946.16
11/28/2011,ROMERS BURGER BAR        VANCOUVER,40.84,,1987.00
11/28/2011,LONDON DRUGS 4           VANCOUVER,11.19,,1998.19
11/28/2011,WHOLE FOODS MARKET       VANCOUVER,31.95,,2030.14
11/28/2011,MAX'S BAKERY AND DELI    VANCOUVER,3.68,,2033.82
11/28/2011,ROCKFORD RESTAURANT      VANCOUVER,59.70,,2093.52
11/28/2011,WHOLE FOODS MARKET       VANCOUVER,11.98,,2105.50
11/28/2011,OYAMA SAUSAGE            VANCOUVER,12.57,,2118.07
11/28/2011,GRANVILLE ISLAND SRAFOOD VANCOUVER,19.00,,2137.07
11/28/2011,G I MEAT MASTER/ARMANDO'SVANCOUVER,7.24,,2144.31
11/29/2011,BIKE KITCHEN       QPS   VANCOUVER,6.72,,2151.03
11/29/2011,BROADWAY LIQUOR STORE    VANCOUVER,11.95,,2162.98
11/29/2011,ICBC #15110              VANCOUVER,30.00,,2192.98
11/30/2011,SISTO'S RIVER CITY LIQUORMISSION,17.80,,2210.78
11/30/2011,PETROCAN-7285 HORNE ST   MISSION CI,40.70,,2251.48
11/30/2011,DUSO FOODS LTD           VANCOUVER,31.29,,2282.77
12/02/2011,RENAISSANCE COFFEE       BURNABY,3.35,,2286.12
12/05/2011,TELUS MOBILITY PREAUTH   CALGARY,71.90,,2358.02
12/05/2011,VANCOUVER PHOTO WORKSHOP VANCOUVER,297.36,,2655.38
12/05/2011,Amazon.com               AMZN.COM/B,,4.98,2650.40
12/05/2011,Amazon.com               AMZN.COM/B,,7.09,2643.31
12/05/2011,STARBUCKS - FRED KAISER  VANCOUVER,6.10,,2649.41
12/05/2011,MANNING PARK RESORT      MANNING PA,149.00,,2798.41
12/05/2011,DOMINO'S PIZZA #10068    VANCOUVER,16.66,,2815.07
12/05/2011,SIEGEL'S BAGELS 2000     VANCOUVER,6.00,,2821.07
12/05/2011,THE GRAINRY              VANCOUVER,10.66,,2831.73
12/05/2011,GRANVILLE ISL SOAP GALLERVANCOUVER,19.25,,2850.98
12/05/2011,LONDON DRUGS 4           VANCOUVER,7.43,,2858.41
12/05/2011,WHOLE FOODS MARKET       VANCOUVER,27.55,,2885.96
12/05/2011,BROADWAY LIQUOR STORE    VANCOUVER,7.95,,2893.91
12/05/2011,G I MEAT MASTER/ARMANDO'SVANCOUVER,19.76,,2913.67
12/05/2011,ROYAL BANK OF CANADA     VANCOUVER,,800.00,2113.67
12/05/2011,CPC/SCP# 102007          VANCOUVER,8.57,,2122.24
12/05/2011,BEAU PHOTO SUPPLIES INC  VANCOUVER,11.20,,2133.44
12/05/2011,TGCB SUSHIYA             VANCOUVER,11.74,,2145.18
12/05/2011,THE CULTCH               VANCOUVER,130.01,,2275.19
12/05/2011,ARTE FILUM               DELTA,52.00,,2327.19
12/05/2011,WHOLE FOODS MARKET       VANCOUVER,11.16,,2338.35
12/05/2011,BROADWAY LIQUOR STORE    VANCOUVER,18.95,,2357.30
12/05/2011,RUMPUS ROOM              VANCOUVER,20.50,,2377.80
12/05/2011,BROADWAY LIQUOR STORE    VANCOUVER,11.70,,2389.50
12/06/2011,CATS SOCIAL HOUSE        VANCOUVER,10.52,,2400.02
12/06/2011,THE BUTCHER              VANCOUVER,20.15,,2420.17
12/06/2011,BLUE PARROT COFFEE BAR   VANCOUVER,8.96,,2429.13
12/06/2011,CAFFE BARNEY             VANCOUVER,24.17,,2453.30
12/07/2011,WHOLE FOODS MARKET       VANCOUVER,6.76,,2460.06
12/07/2011,GINA BROWN'S YARN        VANCOUVER,80.60,,2540.66
12/08/2011,PANAGO #18               VANCOUVER,2.93,,2543.59
12/08/2011,BC LIQUOR #177           VANCOUVER,7.09,,2550.68
12/08/2011,RENAISSANCE COFFEE       BURNABY,2.20,,2552.88
12/08/2011,RENAISSANCE COFFEE       BURNABY,2.20,,2555.08
12/08/2011,CHAPTERS 789       QPS   VANCOUVER,25.74,,2580.82
12/08/2011,BAGUETTE & CO            VANCOUVER,6.14,,2586.96
12/09/2011,BLENZ COFFEE SOUTH GRANVIVANCOUVER,5.66,,2592.62
12/09/2011,THE LOOP CAF             VANCOUVER,7.56,,2600.18
12/12/2011,VERA'S BURGER SHACK -    VANCOUVER,15.42,,2615.60
12/12/2011,MAHONY & SONS PUB        VANCOUVER,11.06,,2626.66
12/12/2011,MAHONY & SONS PUB        VANCOUVER,20.32,,2646.98
12/12/2011,STARBUCKS - FRED KAISER  VANCOUVER,4.26,,2651.24
12/12/2011,GREEN'S MARKET           VANCOUVER,31.78,,2683.02
12/12/2011,BELLA PIZZA              VANCOUVER,7.50,,2690.52
12/12/2011,NICHE CAFE         QPS   VANCOUVER,7.56,,2698.08
12/12/2011,LONDON DRUGS 02          VANCOUVER,22.93,,2721.01
12/12/2011,TOYS R US #3534          LANGLEY,25.17,,2746.18
12/13/2011,BC LIQUOR #117           VANCOUVER,17.09,,2763.27
12/14/2011,WENDY'S #6560      Q1R   VANCOUVER,6.35,,2769.62
12/14/2011,NINE THAI FOOD           VANCOUVER,10.90,,2780.52
12/14/2011,NICHE CAFE         QPS   VANCOUVER,7.56,,2788.08
12/14/2011,BAY SUSHI CAFE           VANCOUVER,5.43,,2793.51
12/14/2011,GARDEN CITY CABS         RICHMOND,13.00,,2806.51
12/14/2011,GAP CANADA  9800         VANCOUVER,16.77,,2823.28
12/14/2011,FIBRE ART STUDIO         VANCOUVER,60.24,,2883.52
12/14/2011,BOOK WAREHOUSE #00       VANCOUVER,24.52,,2908.04
12/15/2011,MARKET CAFE              VANCOUVER,48.85,,2956.89
12/15/2011,ON THE FRINGE HAIR DESIGNVANCOUVER,33.22,,2990.11
12/15/2011,MICHAELS #3974           VANCOUVER,19.02,,3009.13
12/15/2011,WHOLE FOODS MARKET       VANCOUVER,39.52,,3048.65
12/15/2011,YOUR DOLLAR WITH MORE    BURNABY,7.84,,3056.49
12/15/2011,NESTERS MARKET #80063    BURNABY,3.23,,3059.72
12/16/2011,INTERAC NTWK/RESEAU "INTERAC",61.50,,3121.22
12/16/2011,CASH ADVANCE FEE,3.50,,3124.72
12/16/2011,HOUSE OF KNIVES BC-GRANVIVANCOUVER,139.98,,3264.70
12/16/2011,INTEREST CHARGE -PURCHASE,32.47,,3297.17
12/16/2011,INTEREST CHARGE - CASH,0.81,,3297.98
