0	2.8776	1.3415e+07
1	5.1187	1.1694e+07
2	7.6661	9.2033e+06
3	10.065	6.4799e+06
4	11.765	3.6679e+06
5	12.509	5.8901e+05
6	12.388	-2.8336e+06
7	11.646	-6.1551e+06
8	10.561	-8.4938e+06
9	9.3752	-9.0948e+06
10	8.2713	-7.7996e+06
11	7.3639	-5.042e+06
12	6.7068	-1.5257e+06
13	6.3046	2.1095e+06
14	6.1282	5.4384e+06
15	6.1279	8.2731e+06
16	6.2457	1.0596e+07
17	6.4245	1.2465e+07
18	6.6145	1.3933e+07
19	6.7771	1.4989e+07
20	6.8861	1.5537e+07
21	6.9281	1.5404e+07
22	6.9008	1.4369e+07
23	6.8107	1.221e+07
24	6.671	8.7474e+06
25	6.4987	3.8961e+06
26	6.3122	-2.3035e+06
27	6.1296	-9.6612e+06
28	5.9668	-1.7831e+07
29	5.8363	-2.6318e+07
30	5.747	-3.4506e+07
31	5.7036	-4.1689e+07
32	5.707	-4.7118e+07
33	5.7544	-5.0048e+07
34	5.8405	-4.9789e+07
35	5.9576	-4.5754e+07
36	6.0967	-3.7496e+07
37	6.2485	-2.4749e+07
38	6.4035	-7.4432e+06
39	6.553	1.4279e+07
40	6.6896	4.0065e+07
41	6.8073	6.9363e+07
42	6.9017	1.0144e+08
43	6.9701	1.3543e+08
44	7.0116	1.7034e+08
45	7.0264	2.0511e+08
46	7.0163	2.3868e+08
47	6.9839	2.7e+08
48	6.9325	2.9808e+08
49	6.8658	3.2204e+08
50	6.7876	3.4114e+08
51	6.7016	3.5483e+08
52	6.6113	3.627e+08
53	6.5194	3.6458e+08
54	6.4286	3.6048e+08
55	6.3407	3.5061e+08
56	6.257	3.3535e+08
57	6.1785	3.1526e+08
58	6.1056	2.9101e+08
59	6.0384	2.634e+08
60	5.977	2.3329e+08
61	5.9213	2.0159e+08
62	5.8713	1.692e+08
63	5.827	1.37e+08
64	5.7887	1.0582e+08
65	5.757	7.6394e+07
66	5.7324	4.9363e+07
67	5.716	2.524e+07
68	5.7089	4.4094e+06
69	5.7123	-1.2884e+07
70	5.7276	-2.653e+07
71	5.7558	-3.6551e+07
72	5.798	-4.3091e+07
73	5.8549	-4.6399e+07
74	5.927	-4.6816e+07
75	6.0141	-4.4751e+07
76	6.1158	-4.0661e+07
77	6.2309	-3.5033e+07
78	6.3579	-2.8356e+07
79	6.4946	-2.1107e+07
80	6.6385	-1.3652e+07
81	6.7865	-6.1783e+06
82	6.9353	1.6532e+06
83	7.0815	1.0908e+07
84	7.2215	2.2918e+07
85	7.3522	3.7937e+07
86	7.4793	5.4132e+07
87	7.6396	6.8393e+07
88	7.8459	7.8308e+07
89	8.0119	8.3258e+07
90	8.0865	8.4107e+07
91	8.0704	8.1573e+07
92	7.9473	7.6405e+07
93	7.7198	6.8242e+07
94	7.4859	5.6266e+07
95	7.3071	4.0593e+07
96	7.1786	2.3324e+07
97	7.0852	7.7644e+06
98	7.0149	-3.5283e+06
99	6.9586	-9.8308e+06
100	6.9103	-1.185e+07
101	6.866	-1.0831e+07
102	6.8232	-7.927e+06
103	6.7808	-4.1012e+06
104	6.7386	-63659
105	6.6969	3.6764e+06
106	6.6561	6.7706e+06
107	6.6169	8.9984e+06
108	6.5801	1.0241e+07
109	6.546	1.0463e+07
110	6.5149	9.6899e+06
111	6.4868	8.0022e+06
112	6.4613	5.5199e+06
113	6.4379	2.3952e+06
114	6.4159	-1.1955e+06
115	6.3944	-5.0588e+06
116	6.3726	-8.9901e+06
117	6.3495	-1.2781e+07
118	6.3241	-1.6223e+07
119	6.2959	-1.9118e+07
120	6.2642	-2.128e+07
121	6.2286	-2.2542e+07
122	6.189	-2.2761e+07
123	6.1455	-2.1826e+07
124	6.0984	-1.9658e+07
125	6.0482	-1.6212e+07
126	5.9956	-1.1486e+07
127	5.9414	-5.5153e+06
128	5.8865	1.6256e+06
129	5.8316	9.8235e+06
130	5.7776	1.8931e+07
131	5.7252	2.8768e+07
132	5.6749	3.9131e+07
133	5.627	4.9794e+07
